77.421300,2,0.001351,-0.018103,0.008415,0.000229,0.001026,-0.000137,-0.007035,-0.001024,3.097047,0.001423,-0.018730,0.088439,0.000072,-0.000627,0.048015,-0.000236,-0.002481,0.057879,-0.000252,-0.000013,-3.097115,0.048015,0.004634,-0.010493,3.086636,0.012311,-0.002014,0.002314
77.440811,2,0.001334,-0.018128,0.008406,0.000069,0.000927,-0.000187,-0.006672,-0.000994,3.096900,0.001423,-0.018730,0.088439,0.000173,-0.000475,0.048020,0.000156,-0.002111,0.058137,-0.000213,0.000025,-3.097115,0.048020,0.004634,-0.010474,3.086611,0.011616,-0.002010,0.003004
77.461552,2,0.001362,-0.018151,0.008407,0.000040,0.001119,-0.000275,-0.006448,-0.000838,3.097041,0.001423,-0.018730,0.088439,-0.000074,-0.000469,0.048020,-0.000171,-0.002394,0.058438,-0.000243,-0.000007,-3.097115,0.048020,0.004618,-0.010498,3.086605,0.011652,-0.001329,0.002408
77.481458,2,0.001363,-0.018133,0.008414,0.000314,0.000749,0.000183,-0.006734,-0.000716,3.097184,0.001423,-0.018730,0.088439,0.000053,-0.000688,0.048015,-0.000392,-0.002173,0.058078,-0.000222,-0.000030,-3.097115,0.048015,0.004605,-0.010505,3.086611,0.011582,-0.001850,0.002576
77.500815,2,0.001418,-0.018217,0.008437,0.000839,-0.000298,0.000743,-0.006298,-0.000499,3.097237,0.001423,-0.018730,0.088439,-0.000275,-0.000089,0.048001,-0.001672,0.000289,0.057576,0.000022,-0.000171,-3.097115,0.048001,0.004579,-0.010507,3.086591,0.011288,-0.001516,0.002527
77.521538,2,0.001350,-0.018136,0.008418,0.000002,0.001140,0.000100,-0.006590,-0.000813,3.096989,0.001423,-0.018730,0.088439,0.000405,-0.000988,0.048013,0.000598,-0.003216,0.058554,-0.000323,0.000075,-3.097115,0.048013,0.004577,-0.010518,3.086596,0.011423,-0.001524,0.002202
77.541195,2,0.001373,-0.018138,0.008410,-0.000514,0.002337,-0.000657,-0.006539,-0.000744,3.096969,0.001423,-0.018730,0.088439,-0.000066,-0.000583,0.048018,0.000667,-0.004412,0.059662,-0.000444,0.000088,-3.097115,0.048018,0.004583,-0.010500,3.086602,0.011667,-0.002316,0.001747
77.560820,2,0.001364,-0.018116,0.008408,0.000277,0.000788,-0.000040,-0.006886,-0.000674,3.097293,0.001423,-0.018730,0.088439,0.000100,-0.000725,0.048019,-0.000268,-0.002314,0.059112,-0.000236,-0.000017,-3.097115,0.048019,0.004565,-0.010471,3.086615,0.011105,-0.002600,0.001954
77.582166,2,0.001375,-0.018128,0.008407,0.000064,0.000611,-0.000044,-0.006781,-0.000683,3.097257,0.001423,-0.018730,0.088439,-0.000003,-0.000544,0.048020,-0.000105,-0.001783,0.059314,-0.000181,-0.000003,-3.097115,0.048020,0.004544,-0.010498,3.086621,0.011374,-0.001652,0.002577
77.600623,2,0.001358,-0.018116,0.008413,0.000205,0.000907,0.000161,-0.006873,-0.000770,3.097191,0.001423,-0.018730,0.088439,0.000153,-0.000681,0.048016,-0.000081,-0.002436,0.059255,-0.000247,0.000003,-3.097115,0.048016,0.004539,-0.010479,3.086606,0.011517,-0.002203,0.002681
